,file,ph seq,transcript
3909,MAN_RK_3909_979A,sil n_B ay_I n_E s_B eh_I v_I ah_I n_E n_B ay_I n_E sil, nine seven nine
3910,MAN_RK_3910_9A,sil n_B ay_I n_E sil, nine
3911,MAN_RK_3911_9B,sil n_B ay_I n_E sil, nine
3912,MAN_RK_3912_9O153A,sil n_B ay_I n_E ow_S hh_B w_I ah_I n_E f_B ay_I v_E th_B r_I iy_E sil, nine oh one five three
3913,MAN_RK_3913_9ZZA,sil n_B ay_I n_E z_B iy_I r_I ow_E z_B iy_I r_I ow_E sil, nine zero zero
3914,MAN_RK_3914_O378A,sil ow_S th_B r_I iy_E s_B eh_I v_I ah_I n_E ey_B t_E sil, oh three seven eight
3915,MAN_RK_3915_O65A,sil ow_S s_B ih_I k_I s_E f_B ay_I v_E sil, oh six five
3916,MAN_RK_3916_O9A,sil ow_S n_B ay_I n_E sil, oh nine
3917,MAN_RK_3917_OA,sil ow_S sil, oh
3918,MAN_RK_3918_OB,sil ow_S sil, oh
3919,MAN_RK_3919_OO655A,sil ow_S ow_S s_B ih_I k_I s_E f_B ay_I v_E f_B ay_I v_E sil, oh oh six five five
3920,MAN_RK_3920_OOO2OA,sil ow_S ow_S ow_S sil t_B uw_E ow_S sil, oh oh oh two oh
3921,MAN_RK_3921_Z41178ZA,sil z_B iy_I r_I ow_E f_B ao_I r_E hh_B w_I ah_I n_E hh_B w_I ah_I n_E s_B eh_I v_I ah_I n_E ey_B t_E z_B iy_I r_I ow_E sil, zero four one one seven eight zero
3922,MAN_RK_3922_Z485A,sil z_B iy_I r_I ow_E f_B ao_I r_E ey_B t_E f_B ay_I v_E sil, zero four eight five
3923,MAN_RK_3923_Z6A,sil z_B iy_I r_I ow_E s_B ih_I k_I s_E sil, zero six
3924,MAN_RK_3924_Z8276A,sil z_B iy_I r_I ow_E ey_B t_E t_B uw_E s_B eh_I v_I ah_I n_E s_B ih_I k_I s_E sil, zero eight two seven six
3925,MAN_RK_3925_Z84A,sil z_B iy_I r_I ow_E ey_B t_E sil f_B ao_I r_E sil, zero eight four
3926,MAN_RK_3926_ZA,sil z_B iy_I r_I ow_E sil, zero
3927,MAN_RK_3927_ZB,sil z_B iy_I r_I ow_E sil, zero
3928,MAN_SA_3928_3O8O3A,sil th_B r_I iy_E ow_S ey_B t_E ow_S th_B r_I iy_E sil, three oh eight oh three
3929,MAN_SA_3929_69A,sil s_B ih_I k_I s_E n_B ay_I n_E sil, six nine
3930,MAN_SA_3930_113Z1Z8A,sil hh_B w_I ah_I n_E hh_B w_I ah_I n_E th_B r_I iy_E sil z_B iy_I r_I ow_E hh_B w_I ah_I n_E z_B iy_I r_I ow_E ey_B t_E sil, one one three zero one zero eight
3931,MAN_SA_3931_12ZA,sil hh_B w_I ah_I n_E t_B uw_E z_B iy_I r_I ow_E sil, one two zero
3932,MAN_SA_3932_1483A,sil hh_B w_I ah_I n_E f_B ao_I r_E ey_B t_E th_B r_I iy_E sil, one four eight three
3933,MAN_SA_3933_18A,sil hh_B w_I ah_I n_E ey_B t_E sil, one eight
3934,MAN_SA_3934_19334A,sil hh_B w_I ah_I n_E n_B ay_I n_E th_B r_I iy_E th_B r_I iy_E f_B ao_I r_E sil, one nine three three four
3935,MAN_SA_3935_1A,sil hh_B w_I ah_I n_E sil, one
3936,MAN_SA_3936_1B,sil hh_B w_I ah_I n_E sil, one
3937,MAN_SA_3937_21879Z9A,sil t_B uw_E hh_B w_I ah_I n_E sil ey_B t_E sil s_B eh_I v_I ah_I n_E n_B ay_I n_E z_B iy_I r_I ow_E n_B ay_I n_E sil, two one eight seven nine zero nine
3938,MAN_SA_3938_227A,sil t_B uw_E t_B uw_E s_B eh_I v_I ah_I n_E sil, two two seven
3939,MAN_SA_3939_238Z54ZA,sil t_B uw_E th_B r_I iy_E ey_B t_E sil z_B iy_I r_I ow_E f_B ay_I v_E f_B ao_I r_E z_B iy_I r_I ow_E sil, two three eight zero five four zero
3940,MAN_SA_3940_2A,sil t_B uw_E sil, two
3941,MAN_SA_3941_2B,sil t_B uw_E sil, two
3942,MAN_SA_3942_2O55A,sil t_B uw_E ow_S f_B ay_I v_E f_B ay_I v_E sil, two oh five five
3943,MAN_SA_3943_2OO2A,sil t_B uw_E ow_S ow_S t_B uw_E sil, two oh oh two
3944,MAN_SA_3944_315O5A,sil th_B r_I iy_E hh_B w_I ah_I n_E f_B ay_I v_E sil ow_S f_B ay_I v_E sil, three one five oh five
3945,MAN_SA_3945_36O4A,sil th_B r_I iy_E s_B ih_I k_I s_E ow_S f_B ao_I r_E sil, three six oh four
3946,MAN_SA_3946_37Z32A,sil th_B r_I iy_E s_B eh_I v_I ah_I n_E z_B iy_I r_I ow_E th_B r_I iy_E t_B uw_E sil, three seven zero three two
3947,MAN_SA_3947_3A,sil th_B r_I iy_E sil, three
3948,MAN_SA_3948_3B,sil th_B r_I iy_E sil, three
3949,MAN_SA_3949_3ZA,sil th_B r_I iy_E z_B iy_I r_I ow_E sil, three zero
3950,MAN_SA_3950_431A,sil f_B ao_I r_E th_B r_I iy_E hh_B w_I ah_I n_E sil, four three one
3951,MAN_SA_3951_44OO942A,sil f_B ao_I r_E f_B ao_I r_E sil ow_S sil ow_S n_B ay_I n_E f_B ao_I r_E t_B uw_E sil, four four oh oh nine four two
3952,MAN_SA_3952_45Z69A,sil f_B ao_I r_E f_B ay_I v_E z_B iy_I r_I ow_E s_B ih_I k_I s_E n_B ay_I n_E sil, four five zero six nine
3953,MAN_SA_3953_47A,sil f_B ao_I r_E s_B eh_I v_I ah_I n_E sil, four seven
3954,MAN_SA_3954_4A,sil f_B ao_I r_E sil, four
3955,MAN_SA_3955_4B,sil f_B ao_I r_E sil, four
3956,MAN_SA_3956_4Z7A,sil f_B ao_I r_E z_B iy_I r_I ow_E s_B eh_I v_I ah_I n_E sil, four zero seven
3957,MAN_SA_3957_51A,sil f_B ay_I v_E hh_B w_I ah_I n_E sil, five one
3958,MAN_SA_3958_5543A,sil f_B ay_I v_E f_B ay_I v_E f_B ao_I r_E th_B r_I iy_E sil, five five four three
3959,MAN_SA_3959_5674683A,sil f_B ay_I v_E s_B ih_I k_I s_E s_B eh_I v_I ah_I n_E f_B ao_I r_E s_B ih_I k_I s_E ey_B t_E sil th_B r_I iy_E sil, five six seven four six eight three
3960,MAN_SA_3960_5738A,sil f_B ay_I v_E s_B eh_I v_I ah_I n_E th_B r_I iy_E ey_B t_E sil, five seven three eight
3961,MAN_SA_3961_597O1A,sil f_B ay_I v_E n_B ay_I n_E s_B eh_I v_I ah_I n_E ow_S hh_B w_I ah_I n_E sil, five nine seven oh one
3962,MAN_SA_3962_5A,sil f_B ay_I v_E sil, five
3963,MAN_SA_3963_5B,sil f_B ay_I v_E sil, five
3964,MAN_SA_3964_62ZA,sil s_B ih_I k_I s_E t_B uw_E z_B iy_I r_I ow_E sil, six two zero
3965,MAN_SA_3965_632A,sil s_B ih_I k_I s_E th_B r_I iy_E t_B uw_E sil, six three two
3966,MAN_SA_3966_64A,sil s_B ih_I k_I s_E f_B ao_I r_E sil, six four
3967,MAN_SA_3967_67A,sil s_B ih_I k_I s_E s_B eh_I v_I ah_I n_E sil, six seven
3968,MAN_SA_3968_6A,sil s_B ih_I k_I s_E sil, six
3969,MAN_SA_3969_6B,sil s_B ih_I k_I s_E sil, six
3970,MAN_SA_3970_71A,sil s_B eh_I v_I ah_I n_E hh_B w_I ah_I n_E sil, seven one
3971,MAN_SA_3971_7265889A,sil s_B eh_I v_I ah_I n_E t_B uw_E s_B ih_I k_I s_E f_B ay_I v_E ey_B t_E ey_B t_E n_B ay_I n_E sil, seven two six five eight eight nine
3972,MAN_SA_3972_74A,sil s_B eh_I v_I ah_I n_E f_B ao_I r_E sil, seven four
3973,MAN_SA_3973_76ZA,sil s_B eh_I v_I ah_I n_E s_B ih_I k_I s_E z_B iy_I r_I ow_E sil, seven six zero
3974,MAN_SA_3974_784A,sil s_B eh_I v_I ah_I n_E ey_B t_E f_B ao_I r_E sil, seven eight four
3975,MAN_SA_3975_7A,sil s_B eh_I v_I ah_I n_E sil, seven
3976,MAN_SA_3976_7B,sil s_B eh_I v_I ah_I n_E sil, seven
3977,MAN_SA_3977_817Z4A,sil ey_B t_E hh_B w_I ah_I n_E s_B eh_I v_I ah_I n_E z_B iy_I r_I ow_E f_B ao_I r_E sil, eight one seven zero four
3978,MAN_SA_3978_85A,sil ey_B t_E f_B ay_I v_E sil, eight five
3979,MAN_SA_3979_881A,sil ey_B t_E ey_B t_E hh_B w_I ah_I n_E sil, eight eight one
3980,MAN_SA_3980_891OA,sil ey_B t_E n_B ay_I n_E hh_B w_I ah_I n_E ow_S sil, eight nine one oh
3981,MAN_SA_3981_8A,sil ey_B t_E sil, eight
3982,MAN_SA_3982_8B,sil ey_B t_E sil, eight
3983,MAN_SA_3983_8Z282A,sil ey_B t_E z_B iy_I r_I ow_E t_B uw_E sil ey_B t_E t_B uw_E sil, eight zero two eight two
3984,MAN_SA_3984_9685A,sil n_B ay_I n_E s_B ih_I k_I s_E ey_B t_E f_B ay_I v_E sil, nine six eight five
3985,MAN_SA_3985_96O2422A,sil n_B ay_I n_E s_B ih_I k_I s_E sil ow_S t_B uw_E f_B ao_I r_E t_B uw_E t_B uw_E sil, nine six oh two four two two
3986,MAN_SA_3986_98415A,sil n_B ay_I n_E ey_B t_E f_B ao_I r_E hh_B w_I ah_I n_E f_B ay_I v_E sil, nine eight four one five
3987,MAN_SA_3987_98A,sil n_B ay_I n_E ey_B t_E sil, nine eight
3988,MAN_SA_3988_9A,sil n_B ay_I n_E sil, nine
3989,MAN_SA_3989_9B,sil n_B ay_I n_E sil, nine
3990,MAN_SA_3990_9OO1A,sil n_B ay_I n_E ow_S ow_S hh_B w_I ah_I n_E sil, nine oh oh one
3991,MAN_SA_3991_O352A,sil ow_S th_B r_I iy_E f_B ay_I v_E t_B uw_E sil, oh three five two
3992,MAN_SA_3992_O64A,sil ow_S s_B ih_I k_I s_E f_B ao_I r_E sil, oh six four
3993,MAN_SA_3993_O712492A,sil ow_S s_B eh_I v_I ah_I n_E hh_B w_I ah_I n_E t_B uw_E f_B ao_I r_E n_B ay_I n_E t_B uw_E sil, oh seven one two four nine two
3994,MAN_SA_3994_O8619O9A,sil ow_S ey_B t_E s_B ih_I k_I s_E hh_B w_I ah_I n_E n_B ay_I n_E sil ow_S n_B ay_I n_E sil, oh eight six one nine oh nine
3995,MAN_SA_3995_OA,sil ow_S sil, oh
3996,MAN_SA_3996_OB,sil ow_S sil, oh
3997,MAN_SA_3997_OO6OA,sil ow_S ow_S s_B ih_I k_I s_E ow_S sil, oh oh six oh
3998,MAN_SA_3998_Z16135ZA,sil z_B iy_I r_I ow_E hh_B w_I ah_I n_E s_B ih_I k_I s_E sil hh_B w_I ah_I n_E th_B r_I iy_E f_B ay_I v_E z_B iy_I r_I ow_E sil, zero one six one three five zero
3999,MAN_SA_3999_Z28A,sil z_B iy_I r_I ow_E t_B uw_E ey_B t_E sil, zero two eight
4000,MAN_SA_4000_Z366625A,sil z_B iy_I r_I ow_E th_B r_I iy_E s_B ih_I k_I s_E s_B ih_I k_I s_E s_B ih_I k_I s_E t_B uw_E f_B ay_I v_E sil, zero three six six six two five
4001,MAN_SA_4001_Z8ZZ4A,sil z_B iy_I r_I ow_E ey_B t_E sil z_B iy_I r_I ow_E z_B iy_I r_I ow_E f_B ao_I r_E sil, zero eight zero zero four
4002,MAN_SA_4002_ZA,sil z_B iy_I r_I ow_E sil, zero
4003,MAN_SA_4003_ZB,sil z_B iy_I r_I ow_E sil, zero
4004,MAN_SA_4004_ZZZ73A,sil z_B iy_I r_I ow_E z_B iy_I r_I ow_E z_B iy_I r_I ow_E s_B eh_I v_I ah_I n_E th_B r_I iy_E sil, zero zero zero seven three
4005,MAN_SL_4005_3B,sil th_B r_I iy_E sil, three
4006,MAN_SL_4006_698Z9A,sil s_B ih_I k_I s_E n_B ay_I n_E ey_B t_E sil z_B iy_I r_I ow_E n_B ay_I n_E sil, six nine eight zero nine
4007,MAN_SL_4007_134A,sil hh_B w_I ah_I n_E th_B r_I iy_E f_B ao_I r_E sil, one three four
4008,MAN_SL_4008_14552Z3A,sil hh_B w_I ah_I n_E f_B ao_I r_E f_B ay_I v_E f_B ay_I v_E t_B uw_E z_B iy_I r_I ow_E th_B r_I iy_E sil, one four five five two zero three
4009,MAN_SL_4009_15O23A,sil hh_B w_I ah_I n_E f_B ay_I v_E ow_S t_B uw_E th_B r_I iy_E sil, one five oh two three
4010,MAN_SL_4010_1728864A,sil hh_B w_I ah_I n_E s_B eh_I v_I ah_I n_E t_B uw_E ey_B t_E ey_B t_E s_B ih_I k_I s_E f_B ao_I r_E sil, one seven two eight eight six four
4011,MAN_SL_4011_19342A,sil hh_B w_I ah_I n_E n_B ay_I n_E th_B r_I iy_E f_B ao_I r_E t_B uw_E sil, one nine three four two
4012,MAN_SL_4012_1A,sil hh_B w_I ah_I n_E sil, one
4013,MAN_SL_4013_1B,sil hh_B w_I ah_I n_E sil, one
4014,MAN_SL_4014_214O937A,sil t_B uw_E hh_B w_I ah_I n_E f_B ao_I r_E ow_S n_B ay_I n_E th_B r_I iy_E s_B eh_I v_I ah_I n_E sil, two one four oh nine three seven
4015,MAN_SL_4015_218A,sil t_B uw_E hh_B w_I ah_I n_E ey_B t_E sil, two one eight
4016,MAN_SL_4016_2551256A,sil t_B uw_E f_B ay_I v_E f_B ay_I v_E hh_B w_I ah_I n_E t_B uw_E f_B ay_I v_E s_B ih_I k_I s_E sil, two five five one two five six
4017,MAN_SL_4017_28A,sil t_B uw_E ey_B t_E sil, two eight
4018,MAN_SL_4018_29A,sil t_B uw_E n_B ay_I n_E sil, two nine
4019,MAN_SL_4019_2A,sil t_B uw_E sil, two
4020,MAN_SL_4020_2B,sil t_B uw_E sil, two
4021,MAN_SL_4021_31A,sil th_B r_I iy_E hh_B w_I ah_I n_E sil, three one
4022,MAN_SL_4022_3611A,sil th_B r_I iy_E s_B ih_I k_I s_E hh_B w_I ah_I n_E hh_B w_I ah_I n_E sil, three six one one
4023,MAN_SL_4023_38A,sil th_B r_I iy_E sil ey_B t_E sil, three eight
4024,MAN_SL_4024_396OA,sil th_B r_I iy_E n_B ay_I n_E s_B ih_I k_I s_E ow_S sil, three nine six oh
4025,MAN_SL_4025_3A,sil th_B r_I iy_E sil, three
4026,MAN_SL_4026_3Z8A,sil th_B r_I iy_E z_B iy_I r_I ow_E ey_B t_E sil, three zero eight
4027,MAN_SL_4027_4175851A,sil f_B ao_I r_E hh_B w_I ah_I n_E s_B eh_I v_I ah_I n_E f_B ay_I v_E ey_B t_E f_B ay_I v_E hh_B w_I ah_I n_E sil, four one seven five eight five one
4028,MAN_SL_4028_4667A,sil f_B ao_I r_E s_B ih_I k_I s_E s_B ih_I k_I s_E s_B eh_I v_I ah_I n_E sil, four six six seven
4029,MAN_SL_4029_49A,sil f_B ao_I r_E n_B ay_I n_E sil, four nine
4030,MAN_SL_4030_49OA,sil f_B ao_I r_E n_B ay_I n_E ow_S sil, four nine oh
4031,MAN_SL_4031_4A,sil f_B ao_I r_E sil, four
4032,MAN_SL_4032_4B,sil f_B ao_I r_E sil, four
4033,MAN_SL_4033_4O1OOA,sil f_B ao_I r_E ow_S hh_B w_I ah_I n_E ow_S ow_S sil, four oh one oh oh
4034,MAN_SL_4034_52O3A,sil f_B ay_I v_E t_B uw_E ow_S th_B r_I iy_E sil, five two oh three
4035,MAN_SL_4035_537OA,sil f_B ay_I v_E th_B r_I iy_E s_B eh_I v_I ah_I n_E ow_S sil, five three seven oh
4036,MAN_SL_4036_5383OA,sil f_B ay_I v_E th_B r_I iy_E sil ey_B t_E th_B r_I iy_E ow_S sil, five three eight three oh
4037,MAN_SL_4037_5439A,sil f_B ay_I v_E f_B ao_I r_E th_B r_I iy_E n_B ay_I n_E sil, five four three nine
4038,MAN_SL_4038_5A,sil f_B ay_I v_E sil, five
4039,MAN_SL_4039_5B,sil f_B ay_I v_E sil, five
4040,MAN_SL_4040_5Z878Z4A,sil f_B ay_I v_E z_B iy_I r_I ow_E ey_B t_E s_B eh_I v_I ah_I n_E ey_B t_E z_B iy_I r_I ow_E f_B ao_I r_E sil, five zero eight seven eight zero four
4041,MAN_SL_4041_644Z2Z3A,sil s_B ih_I k_I s_E f_B ao_I r_E f_B ao_I r_E sil z_B iy_I r_I ow_E t_B uw_E sil z_B iy_I r_I ow_E th_B r_I iy_E sil, six four four zero two zero three
4042,MAN_SL_4042_6595A,sil s_B ih_I k_I s_E f_B ay_I v_E n_B ay_I n_E f_B ay_I v_E sil, six five nine five
4043,MAN_SL_4043_67632A,sil s_B ih_I k_I s_E s_B eh_I v_I ah_I n_E s_B ih_I k_I s_E th_B r_I iy_E t_B uw_E sil, six seven six three two
4044,MAN_SL_4044_68433A,sil s_B ih_I k_I s_E ey_B t_E f_B ao_I r_E th_B r_I iy_E th_B r_I iy_E sil, six eight four three three
4045,MAN_SL_4045_6A,sil s_B ih_I k_I s_E sil, six
4046,MAN_SL_4046_6B,sil s_B ih_I k_I s_E sil, six
4047,MAN_SL_4047_7166A,sil s_B eh_I v_I ah_I n_E hh_B w_I ah_I n_E s_B ih_I k_I s_E s_B ih_I k_I s_E sil, seven one six six
4048,MAN_SL_4048_77572A,sil s_B eh_I v_I ah_I n_E s_B eh_I v_I ah_I n_E f_B ay_I v_E s_B eh_I v_I ah_I n_E t_B uw_E sil, seven seven five seven two
4049,MAN_SL_4049_77A,sil s_B eh_I v_I ah_I n_E s_B eh_I v_I ah_I n_E sil, seven seven
4050,MAN_SL_4050_798A,sil s_B eh_I v_I ah_I n_E n_B ay_I n_E ey_B t_E sil, seven nine eight
4051,MAN_SL_4051_7A,sil s_B eh_I v_I ah_I n_E sil, seven
4052,MAN_SL_4052_7B,sil s_B eh_I v_I ah_I n_E sil, seven
4053,MAN_SL_4053_7ZA,sil s_B eh_I v_I ah_I n_E z_B iy_I r_I ow_E sil, seven zero
4054,MAN_SL_4054_8227A,sil ey_B t_E t_B uw_E t_B uw_E s_B eh_I v_I ah_I n_E sil, eight two two seven
4055,MAN_SL_4055_87OA,sil ey_B t_E s_B eh_I v_I ah_I n_E ow_S sil, eight seven oh
4056,MAN_SL_4056_894A,sil ey_B t_E n_B ay_I n_E f_B ao_I r_E sil, eight nine four
4057,MAN_SL_4057_89A,sil ey_B t_E sil n_B ay_I n_E sil, eight nine
4058,MAN_SL_4058_8A,sil ey_B t_E sil, eight
4059,MAN_SL_4059_8B,sil ey_B t_E sil, eight
4060,MAN_SL_4060_8OA,sil ey_B t_E sil ow_S sil, eight oh
4061,MAN_SL_4061_92742A,sil n_B ay_I n_E t_B uw_E s_B eh_I v_I ah_I n_E f_B ao_I r_E t_B uw_E sil, nine two seven four two
4062,MAN_SL_4062_92A,sil n_B ay_I n_E t_B uw_E sil, nine two
4063,MAN_SL_4063_979A,sil n_B ay_I n_E s_B eh_I v_I ah_I n_E n_B ay_I n_E sil, nine seven nine
4064,MAN_SL_4064_97A,sil n_B ay_I n_E s_B eh_I v_I ah_I n_E sil, nine seven
4065,MAN_SL_4065_9A,sil n_B ay_I n_E sil, nine
4066,MAN_SL_4066_9B,sil n_B ay_I n_E sil, nine
4067,MAN_SL_4067_9O62471A,sil n_B ay_I n_E ow_S s_B ih_I k_I s_E t_B uw_E f_B ao_I r_E s_B eh_I v_I ah_I n_E hh_B w_I ah_I n_E sil, nine oh six two four seven one
4068,MAN_SL_4068_O16815OA,sil ow_S hh_B w_I ah_I n_E s_B ih_I k_I s_E ey_B t_E hh_B w_I ah_I n_E f_B ay_I v_E ow_S sil, oh one six eight one five oh
4069,MAN_SL_4069_O48A,sil ow_S f_B ao_I r_E ey_B t_E sil, oh four eight
4070,MAN_SL_4070_O9O2A,sil ow_S n_B ay_I n_E ow_S t_B uw_E sil, oh nine oh two
4071,MAN_SL_4071_OA,sil ow_S sil, oh
4072,MAN_SL_4072_OB,sil ow_S sil, oh
4073,MAN_SL_4073_OO88A,sil ow_S ow_S sil ey_B t_E sil ey_B t_E sil, oh oh eight eight
4074,MAN_SL_4074_OOO6O56A,sil ow_S ow_S ow_S sil s_B ih_I k_I s_E ow_S f_B ay_I v_E s_B ih_I k_I s_E sil, oh oh oh six oh five six
4075,MAN_SL_4075_Z1Z69A,sil z_B iy_I r_I ow_E hh_B w_I ah_I n_E sil z_B iy_I r_I ow_E s_B ih_I k_I s_E n_B ay_I n_E sil, zero one zero six nine
4076,MAN_SL_4076_Z23A,sil z_B iy_I r_I ow_E t_B uw_E th_B r_I iy_E sil, zero two three
4077,MAN_SL_4077_Z57A,sil z_B iy_I r_I ow_E f_B ay_I v_E s_B eh_I v_I ah_I n_E sil, zero five seven
4078,MAN_SL_4078_Z9Z1Z5ZA,sil z_B iy_I r_I ow_E n_B ay_I n_E sil z_B iy_I r_I ow_E sil hh_B w_I ah_I n_E z_B iy_I r_I ow_E f_B ay_I v_E z_B iy_I r_I ow_E sil, zero nine zero one zero five zero
4079,MAN_SL_4079_ZA,sil z_B iy_I r_I ow_E sil, zero
4080,MAN_SL_4080_ZB,sil z_B iy_I r_I ow_E sil, zero
4081,MAN_SL_4081_ZZ465A,sil z_B iy_I r_I ow_E z_B iy_I r_I ow_E f_B ao_I r_E s_B ih_I k_I s_E f_B ay_I v_E sil, zero zero four six five
4082,MAN_SR_4082_3B,sil th_B r_I iy_E sil, three
4083,MAN_SR_4083_6B,sil s_B ih_I k_I s_E sil, six
4084,MAN_SR_4084_1223A,sil hh_B w_I ah_I n_E t_B uw_E t_B uw_E th_B r_I iy_E sil, one two two three
4085,MAN_SR_4085_14A,sil hh_B w_I ah_I n_E f_B ao_I r_E sil, one four
4086,MAN_SR_4086_1633Z82A,sil hh_B w_I ah_I n_E s_B ih_I k_I s_E th_B r_I iy_E sil th_B r_I iy_E z_B iy_I r_I ow_E ey_B t_E sil t_B uw_E sil, one six three three zero eight two
4087,MAN_SR_4087_18A,sil hh_B w_I ah_I n_E sil ey_B t_E sil, one eight
4088,MAN_SR_4088_1A,sil hh_B w_I ah_I n_E sil, one
4089,MAN_SR_4089_1B,sil hh_B w_I ah_I n_E sil, one
4090,MAN_SR_4090_1Z6A,sil hh_B w_I ah_I n_E z_B iy_I r_I ow_E s_B ih_I k_I s_E sil, one zero six
4091,MAN_SR_4091_25296A,sil t_B uw_E f_B ay_I v_E t_B uw_E n_B ay_I n_E s_B ih_I k_I s_E sil, two five two nine six
4092,MAN_SR_4092_2746Z79A,sil t_B uw_E s_B eh_I v_I ah_I n_E f_B ao_I r_E sil s_B ih_I k_I s_E z_B iy_I r_I ow_E s_B eh_I v_I ah_I n_E n_B ay_I n_E sil, two seven four six zero seven nine
4093,MAN_SR_4093_291O8OOA,sil t_B uw_E n_B ay_I n_E hh_B w_I ah_I n_E sil ow_S ey_B t_E sil ow_S ow_S sil, two nine one oh eight oh oh
4094,MAN_SR_4094_2A,sil t_B uw_E sil, two
4095,MAN_SR_4095_2B,sil t_B uw_E sil, two
4096,MAN_SR_4096_2OA,sil t_B uw_E sil ow_S sil, two oh
4097,MAN_SR_4097_2ZA,sil t_B uw_E z_B iy_I r_I ow_E sil, two zero
4098,MAN_SR_4098_3261646A,sil th_B r_I iy_E t_B uw_E s_B ih_I k_I s_E sil hh_B w_I ah_I n_E s_B ih_I k_I s_E f_B ao_I r_E s_B ih_I k_I s_E sil, three two six one six four six
4099,MAN_SR_4099_3317A,sil th_B r_I iy_E th_B r_I iy_E hh_B w_I ah_I n_E s_B eh_I v_I ah_I n_E sil, three three one seven
4100,MAN_SR_4100_35869O5A,sil th_B r_I iy_E f_B ay_I v_E ey_B t_E sil s_B ih_I k_I s_E n_B ay_I n_E ow_S f_B ay_I v_E sil, three five eight six nine oh five
4101,MAN_SR_4101_3813A,sil th_B r_I iy_E ey_B t_E hh_B w_I ah_I n_E th_B r_I iy_E sil, three eight one three
4102,MAN_SR_4102_3A,sil th_B r_I iy_E sil, three
4103,MAN_SR_4103_3O87717A,sil th_B r_I iy_E ow_S ey_B t_E sil s_B eh_I v_I ah_I n_E s_B eh_I v_I ah_I n_E hh_B w_I ah_I n_E s_B eh_I v_I ah_I n_E sil, three oh eight seven seven one seven
4104,MAN_SR_4104_4148OO7A,sil f_B ao_I r_E hh_B w_I ah_I n_E f_B ao_I r_E sil ey_B t_E ow_S ow_S s_B eh_I v_I ah_I n_E sil, four one four eight oh oh seven
4105,MAN_SR_4105_42A,sil f_B ao_I r_E t_B uw_E sil, four two
4106,MAN_SR_4106_445A,sil f_B ao_I r_E f_B ao_I r_E f_B ay_I v_E sil, four four five
4107,MAN_SR_4107_454A,sil f_B ao_I r_E f_B ay_I v_E f_B ao_I r_E sil, four five four
4108,MAN_SR_4108_4724324A,sil f_B ao_I r_E s_B eh_I v_I ah_I n_E t_B uw_E sil f_B ao_I r_E th_B r_I iy_E t_B uw_E f_B ao_I r_E sil, four seven two four three two four
4109,MAN_SR_4109_4A,sil f_B ao_I r_E sil, four
4110,MAN_SR_4110_4B,sil f_B ao_I r_E sil, four
4111,MAN_SR_4111_53493A,sil f_B ay_I v_E th_B r_I iy_E f_B ao_I r_E n_B ay_I n_E th_B r_I iy_E sil, five three four nine three
4112,MAN_SR_4112_53744A,sil f_B ay_I v_E th_B r_I iy_E s_B eh_I v_I ah_I n_E f_B ao_I r_E f_B ao_I r_E sil, five three seven four four
4113,MAN_SR_4113_54ZA,sil f_B ay_I v_E f_B ao_I r_E z_B iy_I r_I ow_E sil, five four zero
4114,MAN_SR_4114_587O9A,sil f_B ay_I v_E ey_B t_E s_B eh_I v_I ah_I n_E ow_S n_B ay_I n_E sil, five eight seven oh nine
4115,MAN_SR_4115_59A,sil f_B ay_I v_E n_B ay_I n_E sil, five nine
4116,MAN_SR_4116_5A,sil f_B ay_I v_E sil, five
4117,MAN_SR_4117_5B,sil f_B ay_I v_E sil, five
4118,MAN_SR_4118_65Z4A,sil s_B ih_I k_I s_E f_B ay_I v_E z_B iy_I r_I ow_E f_B ao_I r_E sil, six five zero four
4119,MAN_SR_4119_66496A,sil s_B ih_I k_I s_E s_B ih_I k_I s_E f_B ao_I r_E n_B ay_I n_E s_B ih_I k_I s_E sil, six six four nine six
4120,MAN_SR_4120_69259A,sil s_B ih_I k_I s_E n_B ay_I n_E t_B uw_E f_B ay_I v_E n_B ay_I n_E sil, six nine two five nine
4121,MAN_SR_4121_6A,sil s_B ih_I k_I s_E sil, six
4122,MAN_SR_4122_6O12O97A,sil s_B ih_I k_I s_E ow_S hh_B w_I ah_I n_E sil t_B uw_E ow_S n_B ay_I n_E s_B eh_I v_I ah_I n_E sil, six oh one two oh nine seven
4123,MAN_SR_4123_6Z55A,sil s_B ih_I k_I s_E z_B iy_I r_I ow_E f_B ay_I v_E f_B ay_I v_E sil, six zero five five
4124,MAN_SR_4124_711A,sil s_B eh_I v_I ah_I n_E hh_B w_I ah_I n_E hh_B w_I ah_I n_E sil, seven one one
4125,MAN_SR_4125_7513A,sil s_B eh_I v_I ah_I n_E f_B ay_I v_E hh_B w_I ah_I n_E th_B r_I iy_E sil, seven five one three
4126,MAN_SR_4126_75Z3Z97A,sil s_B eh_I v_I ah_I n_E f_B ay_I v_E z_B iy_I r_I ow_E sil th_B r_I iy_E z_B iy_I r_I ow_E n_B ay_I n_E s_B eh_I v_I ah_I n_E sil, seven five zero three zero nine seven
4127,MAN_SR_4127_7788A,sil s_B eh_I v_I ah_I n_E s_B eh_I v_I ah_I n_E ey_B t_E ey_B t_E sil, seven seven eight eight
4128,MAN_SR_4128_79561A,sil s_B eh_I v_I ah_I n_E n_B ay_I n_E f_B ay_I v_E s_B ih_I k_I s_E hh_B w_I ah_I n_E sil, seven nine five six one
