,file,transcript,hindi_target,hindi_translated
4427,WOMAN_AP_4504_677A, SIX SEVEN SEVEN,छः सात सात, छः सात सात _END
4428,WOMAN_AP_4505_6B, SIX,छः, छः _END
4429,WOMAN_AP_4506_6OA, SIX ZERO,छः शून्य, छः शून्य _END
4430,WOMAN_AP_4507_72687A, SEVEN TWO SIX EIGHT SEVEN,सात दो छः आठ सात, सात दो छः आठ सात _END
4431,WOMAN_AP_4508_742A, SEVEN FOUR TWO,सात चार दो, सात चार दो _END
4432,WOMAN_AP_4509_76OO7A, SEVEN SIX ZERO ZERO SEVEN,सात छः शून्य शून्य सात, सात छः शून्य शून्य सात _END
4433,WOMAN_AP_4510_7811688A, SEVEN EIGHT ONE ONE SIX EIGHT EIGHT,सात आठ एक एक छः आठ आठ, सात एक आठ छः एक आठ आठ _END
4434,WOMAN_AP_4511_7A, SEVEN,सात, सात _END
4435,WOMAN_AP_4512_7B, SEVEN,सात, सात _END
4436,WOMAN_AP_4513_7OO4OA, SEVEN ZERO ZERO FOUR ZERO,सात शून्य शून्य चार शून्य, सात शून्य शून्य चार शून्य _END
4437,WOMAN_AP_4514_833A, EIGHT THREE THREE,आठ तीन तीन, आठ तीन तीन _END
4438,WOMAN_AP_4515_83A, EIGHT THREE,आठ तीन, आठ तीन _END
4439,WOMAN_AP_4516_878A, EIGHT SEVEN EIGHT,आठ सात आठ, आठ सात आठ _END
4440,WOMAN_AP_4517_896177ZA, EIGHT NINE SIX ONE SEVEN SEVEN ZERO,आठ नौ छः एक सात सात शून्य, आठ नौ छः एक सात सात शून्य _END
4441,WOMAN_AP_4518_8986A, EIGHT NINE EIGHT SIX,आठ नौ आठ छः, आठ नौ आठ छः _END
4442,WOMAN_AP_4519_8A, EIGHT,आठ, आठ _END
4443,WOMAN_AP_4520_8B, EIGHT,आठ, आठ _END
4444,WOMAN_AP_4521_915ZA, NINE ONE FIVE ZERO,नौ एक पांच शून्य, नौ एक पांच शून्य _END
4445,WOMAN_AP_4522_926A, NINE TWO SIX,नौ दो छः, नौ दो छः _END
4446,WOMAN_AP_4523_944O5A, NINE FOUR FOUR ZERO FIVE,नौ चार चार शून्य पांच, नौ चार चार शून्य पांच _END
4447,WOMAN_AP_4524_99759A, NINE NINE SEVEN FIVE NINE,नौ नौ सात पांच नौ, नौ नौ सात पांच नौ _END
4448,WOMAN_AP_4525_9A, NINE,नौ, नौ _END
4449,WOMAN_AP_4526_9B, NINE,नौ, नौ _END
4450,WOMAN_AP_4527_9OA, NINE ZERO,नौ शून्य, नौ शून्य _END
4451,WOMAN_AP_4528_O3OA, ZERO THREE ZERO,शून्य तीन शून्य, शून्य तीन शून्य _END
4452,WOMAN_AP_4529_O48O8A, ZERO FOUR EIGHT ZERO EIGHT,शून्य चार आठ शून्य आठ, शून्य चार आठ शून्य आठ _END
4453,WOMAN_AP_4530_O859A, ZERO EIGHT FIVE NINE,शून्य आठ पांच नौ, शून्य आठ पांच नौ _END
4454,WOMAN_AP_4531_OA, ZERO,शून्य, शून्य _END
4455,WOMAN_AP_4532_OB, ZERO,शून्य, शून्य _END
4456,WOMAN_AP_4533_OO1A, ZERO ZERO ONE,शून्य शून्य एक, शून्य शून्य एक _END
4457,WOMAN_AP_4534_OO9OA, ZERO ZERO NINE ZERO,शून्य शून्य नौ शून्य, शून्य शून्य नौ शून्य _END
4458,WOMAN_AP_4535_Z179A, ZERO ONE SEVEN NINE,शून्य एक सात नौ, शून्य एक सात नौ _END
4459,WOMAN_AP_4536_Z2A, ZERO TWO,शून्य दो, शून्य दो _END
4460,WOMAN_AP_4537_Z6656A, ZERO SIX SIX FIVE SIX,शून्य छः छः पांच छः, शून्य छः छः पांच छः _END
4461,WOMAN_AP_4538_Z8Z35Z7A, ZERO EIGHT ZERO THREE FIVE ZERO SEVEN,शून्य आठ शून्य तीन पांच शून्य सात, शून्य आठ शून्य तीन पांच शून्य सात _END
4462,WOMAN_AP_4539_ZA, ZERO,शून्य, शून्य _END
4463,WOMAN_AP_4540_ZB, ZERO,शून्य, शून्य _END
4464,WOMAN_AP_4541_ZZZ96A, ZERO ZERO ZERO NINE SIX,शून्य शून्य शून्य नौ छः, शून्य शून्य शून्य नौ छः _END
4465,WOMAN_BA_4542_3A, THREE,तीन, तीन _END
4466,WOMAN_BA_4543_6965ZA, SIX NINE SIX FIVE ZERO,छः नौ छः पांच शून्य, छः नौ छः पांच शून्य _END
4467,WOMAN_BA_4544_1194A, ONE ONE NINE FOUR,एक एक नौ चार, एक एक नौ चार _END
4468,WOMAN_BA_4545_13O9OA, ONE THREE ZERO NINE ZERO,एक तीन शून्य नौ शून्य, एक तीन शून्य नौ शून्य _END
4469,WOMAN_BA_4546_1518A, ONE FIVE ONE EIGHT,एक पांच एक आठ, एक पांच एक आठ _END
4470,WOMAN_BA_4547_16A, ONE SIX,एक छः, एक छः _END
4471,WOMAN_BA_4548_1A, ONE,एक, एक _END
4472,WOMAN_BA_4549_1B, ONE,एक, एक _END
4473,WOMAN_BA_4550_1ZA, ONE ZERO,एक शून्य, एक शून्य _END
4474,WOMAN_BA_4551_2122883A, TWO ONE TWO TWO EIGHT EIGHT THREE,दो एक दो दो आठ आठ तीन, दो एक दो आठ दो आठ तीन _END
4475,WOMAN_BA_4552_254A, TWO FIVE FOUR,दो पांच चार, दो पांच चार _END
4476,WOMAN_BA_4553_2597298A, TWO FIVE NINE SEVEN TWO NINE EIGHT,दो पांच नौ सात दो नौ आठ, दो पांच नौ सात दो नौ आठ _END
4477,WOMAN_BA_4554_27OA, TWO SEVEN ZERO,दो सात शून्य, दो सात शून्य _END
4478,WOMAN_BA_4555_2A, TWO,दो, दो _END
4479,WOMAN_BA_4556_2B, TWO,दो, दो _END
4480,WOMAN_BA_4557_2Z7A, TWO ZERO SEVEN,दो शून्य सात, दो शून्य सात _END
4481,WOMAN_BA_4558_322A, THREE TWO TWO,तीन दो दो, तीन दो दो _END
4482,WOMAN_BA_4559_32A, THREE TWO,तीन दो, तीन दो _END
4483,WOMAN_BA_4560_3468927A, THREE FOUR SIX EIGHT NINE TWO SEVEN,तीन चार छः आठ नौ दो सात, तीन चार छः आठ नौ दो सात _END
4484,WOMAN_BA_4561_354A, THREE FIVE FOUR,तीन पांच चार, तीन पांच चार _END
4485,WOMAN_BA_4562_367A, THREE SIX SEVEN,तीन छः सात, तीन छः सात _END
4486,WOMAN_BA_4563_3B, THREE,तीन, तीन _END
4487,WOMAN_BA_4564_41A, FOUR ONE,चार एक, चार एक _END
4488,WOMAN_BA_4565_43ZZ1A, FOUR THREE ZERO ZERO ONE,चार तीन शून्य शून्य एक, चार तीन शून्य शून्य एक _END
4489,WOMAN_BA_4566_47738Z1A, FOUR SEVEN SEVEN THREE EIGHT ZERO ONE,चार सात सात तीन आठ शून्य एक, चार सात सात तीन आठ शून्य एक _END
4490,WOMAN_BA_4567_491OA, FOUR NINE ONE ZERO,चार नौ एक शून्य, चार नौ एक शून्य _END
4491,WOMAN_BA_4568_4A, FOUR,चार, चार _END
4492,WOMAN_BA_4569_4B, FOUR,चार, चार _END
4493,WOMAN_BA_4570_4O662A, FOUR ZERO SIX SIX TWO,चार शून्य छः छः दो, चार छः शून्य छः दो _END
4494,WOMAN_BA_4571_5217A, FIVE TWO ONE SEVEN,पांच दो एक सात, पांच दो एक सात _END
4495,WOMAN_BA_4572_5241633A, FIVE TWO FOUR ONE SIX THREE THREE,पांच दो चार एक छः तीन तीन, पांच दो चार एक छः तीन तीन _END
4496,WOMAN_BA_4573_55A, FIVE FIVE,पांच पांच, पांच पांच _END
4497,WOMAN_BA_4574_564A, FIVE SIX FOUR,पांच छः चार, पांच छः चार _END
4498,WOMAN_BA_4575_57Z84A, FIVE SEVEN ZERO EIGHT FOUR,पांच सात शून्य आठ चार, पांच सात शून्य आठ चार _END
4499,WOMAN_BA_4576_5A, FIVE,पांच, पांच _END
4500,WOMAN_BA_4577_5B, FIVE,पांच, पांच _END
4501,WOMAN_BA_4578_61OO133A, SIX ONE ZERO ZERO ONE THREE THREE,छः एक शून्य शून्य एक तीन तीन, छः शून्य एक एक शून्य तीन तीन _END
4502,WOMAN_BA_4579_62O82A, SIX TWO ZERO EIGHT TWO,छः दो शून्य आठ दो, छः दो शून्य आठ दो _END
4503,WOMAN_BA_4580_664A, SIX SIX FOUR,छः छः चार, छः छः चार _END
4504,WOMAN_BA_4581_6924Z63A, SIX NINE TWO FOUR ZERO SIX THREE,छः नौ दो चार शून्य छः तीन, छः नौ दो चार शून्य छः तीन _END
4505,WOMAN_BA_4582_6A, SIX,छः, छः _END
4506,WOMAN_BA_4583_6B, SIX,छः, छः _END
4507,WOMAN_BA_4584_719ZA, SEVEN ONE NINE ZERO,सात एक नौ शून्य, सात एक नौ शून्य _END
4508,WOMAN_BA_4585_782O4A, SEVEN EIGHT TWO ZERO FOUR,सात आठ दो शून्य चार, सात आठ दो शून्य चार _END
4509,WOMAN_BA_4586_7976O5OA, SEVEN NINE SEVEN SIX ZERO FIVE ZERO,सात नौ सात छः शून्य पांच शून्य, सात नौ सात छः शून्य पांच शून्य _END
4510,WOMAN_BA_4587_79A, SEVEN NINE,सात नौ, सात नौ _END
4511,WOMAN_BA_4588_7A, SEVEN,सात, सात _END
4512,WOMAN_BA_4589_7B, SEVEN,सात, सात _END
4513,WOMAN_BA_4590_7O757A, SEVEN ZERO SEVEN FIVE SEVEN,सात शून्य सात पांच सात, सात शून्य सात पांच सात _END
4514,WOMAN_BA_4591_81A, EIGHT ONE,आठ एक, आठ एक _END
4515,WOMAN_BA_4592_85A, EIGHT FIVE,आठ पांच, आठ पांच _END
4516,WOMAN_BA_4593_86O1A, EIGHT SIX ZERO ONE,आठ छः शून्य एक, आठ छः शून्य एक _END
4517,WOMAN_BA_4594_8761A, EIGHT SEVEN SIX ONE,आठ सात छः एक, आठ सात छः एक _END
4518,WOMAN_BA_4595_8A, EIGHT,आठ, आठ _END
4519,WOMAN_BA_4596_8B, EIGHT,आठ, आठ _END
4520,WOMAN_BA_4597_8OA, EIGHT ZERO,आठ शून्य, आठ शून्य _END
4521,WOMAN_BA_4598_93A, NINE THREE,नौ तीन, नौ तीन _END
4522,WOMAN_BA_4599_955OA, NINE FIVE FIVE ZERO,नौ पांच पांच शून्य, नौ पांच पांच शून्य _END
4523,WOMAN_BA_4600_98Z7437A, NINE EIGHT ZERO SEVEN FOUR THREE SEVEN,नौ आठ शून्य सात चार तीन सात, नौ आठ शून्य सात चार तीन सात _END
4524,WOMAN_BA_4601_9914ZA, NINE NINE ONE FOUR ZERO,नौ नौ एक चार शून्य, नौ नौ एक चार शून्य _END
4525,WOMAN_BA_4602_9A, NINE,नौ, नौ _END
4526,WOMAN_BA_4603_9B, NINE,नौ, नौ _END
4527,WOMAN_BA_4604_9Z3A, NINE ZERO THREE,नौ शून्य तीन, नौ शून्य तीन _END
4528,WOMAN_BA_4605_O26OA, ZERO TWO SIX ZERO,शून्य दो छः शून्य, शून्य दो छः शून्य _END
4529,WOMAN_BA_4606_O368A, ZERO THREE SIX EIGHT,शून्य तीन छः आठ, शून्य तीन छः आठ _END
4530,WOMAN_BA_4607_O65A, ZERO SIX FIVE,शून्य छः पांच, शून्य छः पांच _END
4531,WOMAN_BA_4608_OA, ZERO,शून्य, शून्य _END
4532,WOMAN_BA_4609_OB, ZERO,शून्य, शून्य _END
4533,WOMAN_BA_4610_OO8A, ZERO ZERO EIGHT,शून्य शून्य आठ, शून्य शून्य आठ _END
4534,WOMAN_BA_4611_OOO9371A, ZERO ZERO ZERO NINE THREE SEVEN ONE,शून्य शून्य शून्य नौ तीन सात एक, शून्य शून्य शून्य नौ तीन सात एक _END
4535,WOMAN_BA_4612_Z2A, ZERO TWO,शून्य दो, शून्य दो _END
4536,WOMAN_BA_4613_Z3115Z9A, ZERO THREE ONE ONE FIVE ZERO NINE,शून्य तीन एक एक पांच शून्य नौ, शून्य तीन एक एक पांच शून्य नौ _END
4537,WOMAN_BA_4614_Z496ZA, ZERO FOUR NINE SIX ZERO,शून्य चार नौ छः शून्य, शून्य चार नौ छः शून्य _END
4538,WOMAN_BA_4615_Z5672A, ZERO FIVE SIX SEVEN TWO,शून्य पांच छः सात दो, शून्य पांच छः सात दो _END
4539,WOMAN_BA_4616_Z995A, ZERO NINE NINE FIVE,शून्य नौ नौ पांच, शून्य नौ नौ पांच _END
4540,WOMAN_BA_4617_ZA, ZERO,शून्य, शून्य _END
4541,WOMAN_BA_4618_ZB, ZERO,शून्य, शून्य _END
4542,WOMAN_BF_4619_3A, THREE,तीन, तीन _END
4543,WOMAN_BF_4620_6B, SIX,छः, छः _END
4544,WOMAN_BF_4621_11OA, ONE ONE ZERO,एक एक शून्य, एक एक शून्य _END
4545,WOMAN_BF_4622_12OA, ONE TWO ZERO,एक दो शून्य, एक दो शून्य _END
4546,WOMAN_BF_4623_1369O76A, ONE THREE SIX NINE ZERO SEVEN SIX,एक तीन छः नौ शून्य सात छः, एक तीन छः नौ शून्य सात छः _END
4547,WOMAN_BF_4624_17Z5ZA, ONE SEVEN ZERO FIVE ZERO,एक सात शून्य पांच शून्य, एक सात शून्य पांच शून्य _END
4548,WOMAN_BF_4625_193O254A, ONE NINE THREE ZERO TWO FIVE FOUR,एक नौ तीन शून्य दो पांच चार, एक नौ तीन शून्य दो पांच चार _END
4549,WOMAN_BF_4626_1A, ONE,एक, एक _END
4550,WOMAN_BF_4627_1B, ONE,एक, एक _END
4551,WOMAN_BF_4628_22A, TWO TWO,दो दो, दो दो _END
4552,WOMAN_BF_4629_24A, TWO FOUR,दो चार, दो चार _END
4553,WOMAN_BF_4630_266A, TWO SIX SIX,दो छः छः, दो छः छः _END
4554,WOMAN_BF_4631_27A, TWO SEVEN,दो सात, दो सात _END
4555,WOMAN_BF_4632_29A, TWO NINE,दो नौ, दो नौ _END
4556,WOMAN_BF_4633_2A, TWO,दो, दो _END
4557,WOMAN_BF_4634_2B, TWO,दो, दो _END
4558,WOMAN_BF_4635_3189A, THREE ONE EIGHT NINE,तीन एक आठ नौ, तीन एक आठ नौ _END
4559,WOMAN_BF_4636_31Z21A, THREE ONE ZERO TWO ONE,तीन एक शून्य दो एक, तीन एक शून्य दो एक _END
4560,WOMAN_BF_4637_323ZZA, THREE TWO THREE ZERO ZERO,तीन दो तीन शून्य शून्य, तीन दो तीन शून्य शून्य _END
4561,WOMAN_BF_4638_3273A, THREE TWO SEVEN THREE,तीन दो सात तीन, तीन दो सात तीन _END
4562,WOMAN_BF_4639_3678A, THREE SIX SEVEN EIGHT,तीन छः सात आठ, तीन छः सात आठ _END
4563,WOMAN_BF_4640_3B, THREE,तीन, तीन _END
4564,WOMAN_BF_4641_413A, FOUR ONE THREE,चार एक तीन, चार एक तीन _END
4565,WOMAN_BF_4642_43A, FOUR THREE,चार तीन, चार तीन _END
4566,WOMAN_BF_4643_4477A, FOUR FOUR SEVEN SEVEN,चार चार सात सात, चार चार सात सात _END
4567,WOMAN_BF_4644_4521A, FOUR FIVE TWO ONE,चार पांच दो एक, चार पांच दो एक _END
